"('greedy_selection', 'moment_updating')","('q_value_sampling', 'moment_updating')"
-101.0,-7.333333333333333
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-10.0
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-9.333333333333334
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-9.333333333333334
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-10.0
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-10.666666666666666
-101.0,-5.333333333333333
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-11.333333333333334
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-8.333333333333334
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-13.333333333333334
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-9.0
-101.0,-8.0
-101.0,-10.333333333333334
-101.0,-9.333333333333334
-101.0,-12.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-9.666666666666666
-101.0,-8.666666666666666
-101.0,-8.333333333333334
-101.0,-10.666666666666666
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-11.333333333333334
-101.0,-8.333333333333334
-101.0,-9.333333333333334
-101.0,-9.333333333333334
-101.0,-9.666666666666666
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-9.0
-101.0,-8.333333333333334
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-9.666666666666666
-101.0,-11.666666666666666
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-31.0
-101.0,-8.666666666666666
-101.0,-9.333333333333334
-101.0,-10.666666666666666
-101.0,-10.0
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-7.333333333333333
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-11.0
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-11.0
-101.0,-9.666666666666666
-101.0,-8.0
-101.0,-9.0
-101.0,-9.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-9.0
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-10.333333333333334
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-10.0
-101.0,-10.0
-101.0,-8.333333333333334
-101.0,-9.333333333333334
-101.0,-10.333333333333334
-101.0,-8.333333333333334
-101.0,-9.0
-101.0,-8.666666666666666
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-11.0
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-7.333333333333333
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.0
-101.0,-11.666666666666666
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-9.0
-101.0,-10.0
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-7.333333333333333
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-9.666666666666666
-101.0,-11.333333333333334
-101.0,-8.0
-101.0,-10.666666666666666
-101.0,-9.333333333333334
-101.0,-9.0
-101.0,-8.666666666666666
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-11.333333333333334
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-9.0
-101.0,-9.333333333333334
-101.0,-11.666666666666666
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.333333333333334
-101.0,-10.666666666666666
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-11.666666666666666
-101.0,-8.666666666666666
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-10.333333333333334
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-12.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-11.333333333333334
-101.0,-11.0
-101.0,-8.0
-101.0,-8.0
-101.0,-10.0
-101.0,-7.333333333333333
-101.0,-10.0
-101.0,-7.333333333333333
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-7.333333333333333
-101.0,-10.333333333333334
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-11.0
-101.0,-9.666666666666666
-101.0,-8.666666666666666
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-14.0
-101.0,-8.333333333333334
-101.0,-9.0
-101.0,-8.666666666666666
-101.0,-9.666666666666666
-101.0,-18.333333333333332
-101.0,-10.333333333333334
-101.0,-8.666666666666666
-101.0,-11.0
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-10.0
-101.0,-8.0
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-10.666666666666666
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-9.0
-101.0,-10.0
-101.0,-11.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-9.0
-101.0,-8.0
-101.0,-11.333333333333334
-101.0,-9.333333333333334
-101.0,-9.0
-101.0,-8.666666666666666
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.0
-101.0,-8.333333333333334
-101.0,-11.666666666666666
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-9.333333333333334
-101.0,-10.0
-101.0,-7.666666666666667
-101.0,-11.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-9.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-6.333333333333333
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-9.0
-101.0,-24.666666666666668
-101.0,-11.0
-101.0,-9.333333333333334
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-10.333333333333334
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-9.0
-101.0,-8.666666666666666
-101.0,-7.333333333333333
-101.0,-9.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-12.666666666666666
-101.0,-8.0
-101.0,-9.666666666666666
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-7.333333333333333
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-9.666666666666666
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-10.0
-101.0,-8.666666666666666
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-11.333333333333334
-101.0,-9.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-11.0
-101.0,-8.0
-101.0,-9.666666666666666
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-9.333333333333334
-101.0,-9.0
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.0
-101.0,-8.0
-101.0,-9.666666666666666
-101.0,-7.333333333333333
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-7.333333333333333
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-9.0
-101.0,-11.0
-101.0,-7.333333333333333
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-11.666666666666666
-101.0,-7.666666666666667
-101.0,-10.666666666666666
-101.0,-8.666666666666666
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-11.333333333333334
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-11.666666666666666
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-6.333333333333333
-101.0,-9.666666666666666
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.333333333333334
-101.0,-9.333333333333334
-101.0,-9.333333333333334
-101.0,-8.666666666666666
-101.0,-10.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-9.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-11.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.0
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-11.0
-101.0,-9.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-9.666666666666666
-101.0,-7.333333333333333
-101.0,-14.333333333333334
-101.0,-8.0
-101.0,-10.333333333333334
-101.0,-8.666666666666666
-101.0,-6.666666666666667
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-9.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-9.333333333333334
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-10.0
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-10.333333333333334
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-10.0
-101.0,-8.0
-101.0,-8.0
-101.0,-11.0
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-9.666666666666666
-101.0,-8.0
-101.0,-11.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-10.666666666666666
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-10.0
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-10.666666666666666
-101.0,-8.333333333333334
-101.0,-10.666666666666666
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-9.0
-101.0,-8.0
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-9.666666666666666
-101.0,-8.333333333333334
-101.0,-9.0
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-10.666666666666666
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-11.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-9.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-7.333333333333333
-101.0,-8.666666666666666
-101.0,-10.666666666666666
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-10.333333333333334
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-11.666666666666666
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-9.0
-101.0,-8.0
-101.0,-9.0
-101.0,-9.333333333333334
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-10.0
-101.0,-11.666666666666666
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-7.333333333333333
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-11.333333333333334
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-5.333333333333333
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-11.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-9.0
-101.0,-8.0
-101.0,-9.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-11.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-9.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-10.333333333333334
-101.0,-10.0
-101.0,-9.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.0
-101.0,-8.333333333333334
-101.0,-11.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-10.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-10.0
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-12.333333333333334
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-10.333333333333334
-101.0,-8.0
-101.0,-11.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-5.0
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-10.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-9.0
-101.0,-9.666666666666666
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-10.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-10.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-10.666666666666666
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-10.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-15.333333333333334
-101.0,-11.666666666666666
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-7.0
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-8.666666666666666
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-10.333333333333334
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-11.0
-101.0,-10.0
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-9.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-11.0
-101.0,-8.0
-101.0,-10.0
-101.0,-11.333333333333334
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-5.0
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-8.666666666666666
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-7.333333333333333
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-8.333333333333334
-101.0,-9.333333333333334
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-9.0
-101.0,-7.333333333333333
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-8.666666666666666
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-9.0
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-9.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.333333333333334
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-10.666666666666666
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-10.666666666666666
-101.0,-10.666666666666666
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-10.0
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-8.0
-101.0,-11.0
-101.0,-8.666666666666666
-101.0,-8.666666666666666
-101.0,-8.0
-101.0,-9.333333333333334
-101.0,-9.0
-101.0,-9.0
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-8.666666666666666
-101.0,-7.333333333333333
-101.0,-8.0
-101.0,-8.0
-101.0,-8.333333333333334
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
-101.0,-7.666666666666667
-101.0,-8.0
-101.0,-7.666666666666667
